# AKV dimensionless spin (SpatialCoordMapFromAHToMeasurementFrame=GridToSpectralInertial::SpatialCoordMap;
# [1] = Time
# [2] = Sx / M^2 
# [3] = Sy / M^2 
# [4] = Sz / M^2 
# [5] = |S| / M^2 
# [6] = M = Christodoulou mass 
# [7] = Mirr = Irreducible mass 
0 -3.41614439108316e-10 -7.47807823926902e-12 0.0136700986348901 0.0136700986348901 9.61289946551908 9.61267490517084 
1 5.02366475353949e-11 -8.71914835186695e-12 0.013670503422813 0.013670503422813 9.612752738932 9.61252816871156 
2 -6.47685160091579e-11 -9.37852657729609e-12 0.0136709435681935 0.0136709435681935 9.61260710283045 9.61238252155061 
3 -3.19547803106388e-11 -1.27730004332122e-11 0.0136713566335673 0.0136713566335673 9.61246247994448 9.61223788847133 
4 3.50979698436087e-11 -1.67594028665377e-11 0.0136717618104897 0.0136717618104897 9.61231892244066 9.61209432100849 
5 1.85347626344493e-11 -4.1076913532447e-11 0.0136721610354879 0.0136721610354879 9.61217643475039 9.6119518235298 
6 -3.15424230976714e-11 -8.44094049572676e-11 0.0136725670588013 0.0136725670588013 9.61203682922597 9.6118122079262 
7 -1.58215608703531e-10 -7.65595326857906e-11 0.013672890618335 0.013672890618335 9.61190192776354 9.61167729898439 
8 -1.97379652129662e-10 -1.08233445247216e-10 0.0136731775032272 0.0136731775032272 9.61177174636415 9.61154711120047 
9 -1.17457056470795e-10 -1.08918241775889e-10 0.0136739384396472 0.0136739384396472 9.61164630963468 9.61142165239804 
10 -7.33657705246621e-13 -2.86791857285342e-11 0.0136749079674185 0.0136749079674185 9.61152576706018 9.61130108078055 
11 1.39925937527908e-10 1.37527272039609e-10 0.0136749749121203 0.0136749749121203 9.61140966043737 9.61118497467195 
12 1.34135430974136e-10 5.60670839890445e-11 0.0136751683911531 0.0136751683911531 9.61129802692864 9.61107333741465 
13 -4.7071542290183e-12 6.03296506875873e-11 0.0136749171820888 0.0136749171820888 9.61119094965392 9.61096627089842 
