# DumpParameters
# [1] = time    
# [2] = x
# [3] = y
# [4] = z
# [5] = Rho0Phys
# [6] = BHdist
# [7] = Rho0PhysAux
# [8] = Temp
# [9] = PPhys
# [10] = u_ix
# [11] = u_iy
# [12] = u_iz
# [13] = u_Ix
# [14] = u_Iy
# [15] = u_Iz
# [16] = Rho
# [17] = Tau
# [18] = Sfluxx
# [19] = Sfluxy
# [20] = Sfluxz
# [21] = Lapse
# [22] = Shiftx
# [23] = Shifty
# [24] = Shiftz
# [25] = gxx
# [26] = gxy
# [27] = gxz
# [28] = gyy
# [29] = gyz
# [30] = gzz
# [31] = SqrtDetg
  0.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5285568843041452e-04   2.3600000000000001e+01   9.5285568843041452e-04   0.0000000000000000e+00   1.1222063782361100e-04  -4.0615419108819934e-04   1.1593474437789165e-01  -3.0870803540440299e-11  -4.0615419108819934e-04   1.1593474437789165e-01  -3.0870803540440299e-11   3.1190450252996833e-03   3.8020980007047542e-04  -1.5652058998806370e-06   4.4678043433515571e-04  -1.1896753719589308e-13   6.4220756517601996e-01  -1.1734793592045571e-04   3.3233476719895509e-02  -9.0772476725413197e-12   2.2001281015183172e+00   0.0000000000000000e+00   0.0000000000000000e+00   2.2001281015183172e+00   0.0000000000000000e+00   2.2001281015183172e+00   3.2634123463568101e+00
  1.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5289140525939460e-04   2.3600000000000001e+01   9.5289140525939460e-04   4.2799271452271336e-10   1.1222905134267937e-04  -4.3432770922149515e-04   1.1593619133088044e-01   2.5731630323609781e-10  -1.0251413018842824e-03   1.1593449890362895e-01   2.5732080050088350e-10   3.1190575325383855e-03   3.8022595914558857e-04  -1.6737975190537156e-06   4.4679099513589298e-04   9.9163691568435318e-13   6.4220753724187019e-01  -1.1730996931790274e-04   3.3233632569348054e-02  -9.2187238854538657e-12   2.1999678957521138e+00  -8.5255757797853190e-07   4.1881442021788812e-13   2.2000605412498002e+00  -1.8137580562509044e-12   2.2002078173941868e+00   3.2633025419045172e+00
  2.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5293533581863638e-04   2.3600000000000001e+01   9.5293533581863638e-04   2.9897133941536052e-09   1.1223940207452319e-04  -4.6227771675366665e-04   1.1594203318300432e-01   1.3223214027179021e-10  -1.6439579980514819e-03   1.1593535259875727e-01   1.3223676254666703e-10   3.1190972869088334e-03   3.8024980946871128e-04  -1.7815486903605705e-06   4.4682313226226863e-04   5.0960275130526197e-13   6.4220740473726634e-01  -1.1704916763137963e-04   3.3234045987891120e-02  -9.5832797648219899e-12   2.1995884639079630e+00  -5.7976904513350885e-06  -6.9139686668610775e-14   2.1999601394336521e+00  -5.7337080283118824e-12   2.2005389989279163e+00   3.2631922247613994e+00
  3.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5298678163955729e-04   2.3600000000000001e+01   9.5298678163955729e-04   6.6405085914604531e-09   1.1225152474741045e-04  -4.8979523080267342e-04   1.1595191633678580e-01   2.6548423188839513e-11  -2.2624395873115646e-03   1.1593695778272596e-01   2.6549815243609341e-11   3.1191630729177030e-03   3.8028077646584581e-04  -1.8876562968945790e-06   4.4687524754259499e-04   1.0231683579872340e-13   6.4220686032421681e-01  -1.1635972119801964e-04   3.3234543715367659e-02  -1.0129726256379080e-11   2.1990031007907178e+00  -1.8268616733889390e-05  -6.2982630845999238e-13   2.1998394984273855e+00  -1.0707041206267319e-11   2.2010976335582533e+00   3.2630826350558282e+00
  4.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5304470951953623e-04   2.3600000000000001e+01   9.5304470951953623e-04   1.0341992208065451e-08   1.1226517524359765e-04  -5.1669237034325261e-04   1.1596527419754461e-01  -3.6625348143462021e-11  -2.8804310169705158e-03   1.1593875714855552e-01  -3.6627908766686356e-11   3.1192523739238666e-03   3.8031790641794962e-04  -1.9913971771977516e-06   4.4694470626020403e-04  -1.4115868376055581e-13   6.4220576383964723e-01  -1.1506427208327992e-04   3.3234920452890393e-02  -1.0890979851269772e-11   2.1982327995973563e+00  -4.1385906690449897e-05  -1.3324162734496727e-12   2.1997186101744433e+00  -2.0571388313166434e-11   2.2018445001750369e+00   3.2629748669446403e+00
  5.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5310765256642399e-04   2.3600000000000001e+01   9.5310765256642399e-04   1.5572704857743723e-08   1.1228000963871611e-04  -5.4281137902101491e-04   1.1598140190029438e-01  -7.4984568696423697e-11  -3.4977924117449042e-03   1.1594005790118371e-01  -7.4991121896393036e-11   3.1193619652722677e-03   3.8035992493572635e-04  -2.0921629771131597e-06   4.4702820255373364e-04  -2.8901372473877786e-13   6.4220382351952032e-01  -1.1302426512348605e-04   3.3234956288311940e-02  -1.2098730035183215e-11   2.1973061645134422e+00  -7.7792507416874160e-05  -2.9515501032291967e-12   2.1996247670916236e+00  -2.3638892773594446e-11   2.2027265371574840e+00   3.2628708145722443e+00
  6.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5317440948310399e-04   2.3600000000000001e+01   9.5317440948310399e-04   1.9824889156799525e-08   1.1229574272140916e-04  -5.6908627755253446e-04   1.1599952331653482e-01  -9.2430366616499251e-11  -4.1156347492063783e-03   1.1594003507055101e-01  -9.2440040759030123e-11   3.1194906523270560e-03   3.8040585001128131e-04  -2.1935543639274941e-06   4.4712246740302876e-04  -3.5627468461023189e-13   6.4220095427246959e-01  -1.0011255027026500e-04   3.3306442204232609e-02  -1.2780805216662844e-11   2.1962615738942928e+00  -1.2907247500360073e-04  -9.6301493007194812e-12   2.1995905386606873e+00  -2.1147052829162182e-11   2.2036772090485943e+00   3.2627736202929123e+00
  7.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5324369450092573e-04   2.3600000000000001e+01   9.5324369450092573e-04   2.4927889923953985e-08   1.1231207344302760e-04  -5.9652560804018893e-04   1.1601902236912537e-01  -1.0907059578604932e-10  -4.7351323900362468e-03   1.1593799831742831e-01  -1.0908384937308833e-10   3.1196360009154819e-03   3.8045454174825055e-04  -2.2994588341175526e-06   4.4722466616117811e-04  -4.2044019844626485e-13   6.4219743076704527e-01  -8.6130362454215001e-05   3.3377439521077273e-02  -1.4308241546863748e-11   2.1951408384626223e+00  -1.9583538826628235e-04  -2.0343529756868870e-11   2.1996523916178452e+00  -2.0949761751163897e-11   2.2046211018404174e+00   3.2626854079896646e+00
  8.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5331299358376843e-04   2.3600000000000001e+01   9.5331299358376843e-04   3.0526050481624053e-08   1.1232840913860643e-04  -6.2513052843555952e-04   1.1603933550764078e-01  -1.3599886483590417e-10  -5.3562656824252741e-03   1.1593335929939097e-01  -1.3601762494312746e-10   3.1197887513879177e-03   3.8050355836349598e-04  -2.4098751564301459e-06   4.4733107581283683e-04  -5.2427496460770172e-13   6.4219338301219298e-01  -7.1163996995584001e-05   3.3448201214716200e-02  -1.4563550237464480e-11   2.1939906372819560e+00  -2.7677951739093874e-04  -3.0320805657892437e-11   2.1998459112917050e+00  -1.5956608049897550e-11   2.2054746200317821e+00   3.2626053539602027e+00
  9.0000000000000000e+00   2.3600000000000001e+01  -2.7755575615628914e-16   0.0000000000000000e+00   9.5337964096029913e-04   2.3600000000000001e+01   9.5337964096029913e-04   3.6869585129805770e-08   1.1234412178969382e-04  -6.5497174181435914e-04   1.1605952580300556e-01  -1.6105921989103178e-10  -5.9790555855592353e-03   1.1592515374138745e-01  -1.6108401526383236e-10   3.1199375630371275e-03   3.8055008180440256e-04  -2.5250670184191866e-06   4.4743622063255720e-04  -6.2092041258542718e-13   6.4218924603337868e-01  -5.5421035342196885e-05   3.3519281729468775e-02  -1.6908792676975234e-11   2.1928593858214755e+00  -3.6830058578111487e-04  -3.9514975700163020e-11   2.2002036076478513e+00  -1.2672958797054992e-11   2.2061531456806120e+00   3.2625310268310788e+00
