0 0.11235631
1 0.025222878
2 0.014680254
3 0.0088647126
4 0.0054445566
5 0.0033794924
6 0.014239129
7 0.0041101303
8 0.0029252828
9 0.0020819405
10 0.0014875923
11 0.0010719529
12 0.00077059166
13 0.00055504889
14 0.00040071966
15 0.00029021605
16 0.0054703808
17 0.0024692785
18 0.0017524455
19 0.0012325416
20 0.0008640789
21 0.00060811685
22 0.00043087328
23 0.00030568107
24 0.0002167591
25 0.00015349266
26 0.00010815032
27 7.4830841e-05
28 5.0514848e-05
29 0.0020802963
30 0.00080103226
31 0.00055221879
32 0.00037467461
33 0.00025215297
34 0.00016697473
35 0.00010823286
36 6.741065e-05
37 3.9281121e-05
38 1.9978108e-05
39 6.9785838e-06
40 1.9905529e-06
41 8.2547121e-06
42 1.1680151e-05
43 1.4431518e-05
44 1.5952576e-05
45 1.6586175e-05
46 1.6579957e-05
47 9.2466197e-05
48 1.2216852e-05
49 1.9061917e-06
50 4.3901578e-06
51 8.6580092e-06
52 1.121381e-05
53 1.2934499e-05
54 1.3232328e-05
55 1.3497684e-05
56 1.3200789e-05
57 1.2522524e-05
58 1.2388753e-05
59 1.178063e-05
60 1.1100323e-05
61 1.0426632e-05
62 0.00025272152
63 0.00010677654
64 7.690923e-05
65 5.5027996e-05
66 3.9902147e-05
67 2.9135927e-05
68 2.1641313e-05
69 1.635085e-05
70 1.2650069e-05
71 9.9493955e-06
72 8.3023035e-06
73 6.7227598e-06
74 0.00014349895
75 6.0091488e-05
76 4.285099e-05
77 3.0125305e-05
78 2.1431604e-05
79 1.5044559e-05
80 1.1047148e-05
81 8.0004095e-06
82 5.5767163e-06
83 4.3354577e-06
84 5.5997824e-05
85 2.4752472e-05
86 1.7431082e-05
87 1.2381459e-05
88 8.6221471e-06
89 5.9344291e-06
90 4.0602724e-06
91 2.8115483e-06
92 2.0823107e-06
93 1.8143069e-05

