# DumpParameters
# [1] = time    
# [2] = x
# [3] = y
# [4] = z
  0.0000000000000000e+00   2.3602333999527382e+01   6.8325328707589380e-05   0.0000000000000000e+00
  1.0000000000000000e+00   2.3601611349727182e+01   1.2091150990419654e-01   0.0000000000000000e+00
  2.0000000000000000e+00   2.3600273570825419e+01   2.4174290430926154e-01   0.0000000000000000e+00
  3.0000000000000000e+00   2.3598321109299068e+01   3.6255411534797538e-01   0.0000000000000000e+00
  4.0000000000000000e+00   2.3595754720366209e+01   4.8333725220161139e-01   0.0000000000000000e+00
  5.0000000000000000e+00   2.3592575313665144e+01   6.0408503200761055e-01   0.0000000000000000e+00
  6.0000000000000000e+00   2.3588783888324425e+01   7.2479107385260488e-01   0.0000000000000000e+00
  7.0000000000000000e+00   2.3584381369584250e+01   8.4544917854569968e-01   0.0000000000000000e+00
  8.0000000000000000e+00   2.3579368661324413e+01   9.6605445623800856e-01   0.0000000000000000e+00
  9.0000000000000000e+00   2.3573746509208473e+01   1.0866025503679051e+00   0.0000000000000000e+00
  1.0000000000000000e+01   2.3567515481258802e+01   1.2070896092667758e+00   0.0000000000000000e+00
  1.1000000000000000e+01   2.3560675936608998e+01   1.3275127995924261e+00   0.0000000000000000e+00
  1.2000000000000000e+01   2.3553228032524657e+01   1.4478693144438082e+00   0.0000000000000000e+00
  1.3000000000000000e+01   2.3545171739773835e+01   1.5681568773332846e+00   0.0000000000000000e+00
  1.4000000000000000e+01   2.3536506885737332e+01   1.6883735078031441e+00   0.0000000000000000e+00
  1.5000000000000000e+01   2.3527233219484021e+01   1.8085172871791850e+00   0.0000000000000000e+00
  1.6000000000000000e+01   2.3517350460112464e+01   1.9285868754580437e+00   0.0000000000000000e+00
  1.7000000000000000e+01   2.3506858376095391e+01   2.0485805745498369e+00   0.0000000000000000e+00
  1.8000000000000000e+01   2.3495756831610926e+01   2.1684968688905930e+00   0.0000000000000000e+00
  1.9000000000000000e+01   2.3484045845985406e+01   2.2883341151784591e+00   0.0000000000000000e+00
  2.0000000000000000e+01   2.3471725628427556e+01   2.4080910342662953e+00   0.0000000000000000e+00
  2.1000000000000000e+01   2.3458796605774616e+01   2.5277659422902761e+00   0.0000000000000000e+00
  2.2000000000000000e+01   2.3445259418884611e+01   2.6473572607050238e+00   0.0000000000000000e+00
  2.3000000000000000e+01   2.3431114902760068e+01   2.7668633936963398e+00   0.0000000000000000e+00
  2.4000000000000000e+01   2.3416366791154910e+01   2.8862831477610835e+00   0.0000000000000000e+00
  2.5000000000000000e+01   2.3401010681597494e+01   3.0056138107663899e+00   0.0000000000000000e+00
  2.6000000000000000e+01   2.3385050476688519e+01   3.1248543966435038e+00   0.0000000000000000e+00
  2.7000000000000000e+01   2.3368487283490570e+01   3.2440032330679065e+00   0.0000000000000000e+00
