0 0.10859032
1 0.026221349
2 0.015236096
3 0.0094010912
4 0.0059313609
5 0.0037570574
6 0.012082013
7 0.0027502537
8 0.0019218816
9 0.0013689482
10 0.00095689279
11 0.00066939907
12 0.00045680163
13 0.00030971295
14 0.00020500476
15 0.00013240097
16 0.0024155741
17 0.0010056932
18 0.00067889508
19 0.00044964302
20 0.00029077985
21 0.0001813933
22 0.00010602156
23 5.4191943e-05
24 1.87536e-05
25 5.1780826e-06
26 2.1231824e-05
27 3.1636383e-05
28 3.7876628e-05
29 4.1579505e-05
30 4.3547169e-05
31 4.4318286e-05
32 4.4260973e-05
33 4.3635358e-05
34 4.2631648e-05
35 4.1386114e-05
36 3.9989492e-05
37 3.8508374e-05
38 3.698706e-05
39 3.5456848e-05
40 3.3939551e-05
41 0.00064648511
42 0.00028220821
43 0.000203171
44 0.00014798642
45 0.00010837904
46 8.0722572e-05
47 6.11437e-05
48 4.7288134e-05
49 3.7356811e-05
50 3.018523e-05
51 2.4965798e-05
52 2.1115669e-05
53 1.8229281e-05
54 0.00041002814
55 0.00017279519
56 0.00012192218
57 8.6810931e-05
58 6.1673489e-05
59 4.4214818e-05
60 3.2027263e-05
61 2.3503795e-05
62 1.7523803e-05
63 1.3308239e-05
64 1.0318741e-05
65 0.00016090593
66 6.9822787e-05
67 4.8771903e-05
68 3.4361921e-05
69 2.4083195e-05
70 1.6992217e-05
71 1.2064176e-05
72 8.6400958e-06
73 6.2525023e-06
74 5.0172099e-05
75 2.3915292e-05
76 1.6604208e-05
77 1.1619441e-05
78 8.0658364e-06
79 5.6235464e-06
80 3.9342966e-06
81 1.3160226e-05
82 7.9174205e-06
83 5.4595194e-06
84 3.7929521e-06
85 2.6078167e-06
86 1.7953851e-06
87 1.2322383e-06
88 8.4302995e-07
89 5.8301386e-07
90 4.9959376e-06
91 2.2899385e-06
92 1.5724914e-06
93 1.0735693e-06

